day,month,year,cloud_cover,global_radiation,max_temp,mean_temp,min_temp,pressure
20,9,1985.0,6.0,132.0,21.9,17.8,16.0,101630.0
21,9,1985.0,6.0,79.0,13.4,8.4,2.5,102910.0
22,9,1985.0,3.0,179.0,18.1,16.9,12.5,101360.0
23,9,1985.0,7.0,45.0,19.9,14.2,11.5,101710.0
24,9,1985.0,5.0,137.0,21.6,17.5,12.7,101860.0
25,9,1985.0,5.0,123.0,15.9,11.8,7.5,102310.0
26,9,1985.0,6.0,67.0,17.3,13.0,11.5,100750.0
27,9,1985.0,7.0,54.0,20.2,15.5,11.8,101360.0
28,9,1985.0,7.0,73.0,15.3,12.3,8.6,102560.0
29,9,1985.0,6.0,147.0,18.0,18.0,13.1,100970.0
30,9,1985.0,5.0,228.0,21.6,17.6,13.3,101550.0
1,10,1985.0,4.0,77.0,13.5,11.2,6.6,102870.0
2,10,1985.0,4.0,107.0,17.0,13.4,9.0,102030.0
3,10,1985.0,6.0,78.0,12.8,11.8,8.1,102440.0
4,10,1985.0,7.0,116.0,18.0,12.1,7.0,102530.0
5,10,1985.0,6.0,70.0,18.9,14.2,10.3,101140.0
6,10,1985.0,6.0,91.0,16.0,15.4,11.5,101680.0
7,10,1985.0,8.0,54.0,15.7,10.4,8.5,102210.0
8,10,1985.0,6.0,71.0,16.3,13.2,10.2,101590.0
9,10,1985.0,5.0,75.0,19.4,15.1,11.0,102090.0
10,10,1985.0,4.0,92.0,15.3,8.0,4.3,100690.0
11,10,1985.0,6.0,65.0,14.5,12.2,11.5,101940.0
12,10,1985.0,4.0,112.0,14.5,13.3,10.4,101830.0
13,10,1985.0,7.0,61.0,17.0,12.4,10.4,99370.0
14,10,1985.0,1.0,70.0,13.4,10.2,5.5,101260.0
15,10,1985.0,8.0,19.0,16.6,9.9,3.9,101210.0
16,10,1985.0,6.0,98.0,14.6,11.6,8.0,101310.0
17,10,1985.0,0.0,66.0,10.7,6.8,1.3,102730.0
18,10,1985.0,3.0,44.0,15.9,13.8,9.5,100780.0
19,10,1985.0,2.0,93.0,8.6,2.0,0.0,103390.0
20,10,1985.0,4.0,83.0,17.0,6.0,1.2,101860.0
21,10,1985.0,6.0,99.0,13.4,8.8,2.6,101870.0
22,10,1985.0,8.0,32.0,15.4,13.0,10.6,100880.0
23,10,1985.0,7.0,28.0,12.2,8.0,4.0,101900.0
24,10,1985.0,7.0,72.0,16.0,12.4,9.0,101900.0
25,10,1985.0,6.0,46.0,16.9,12.6,8.0,102760.0
26,10,1985.0,3.0,111.0,17.6,14.2,10.1,101360.0
27,10,1985.0,6.0,53.0,10.6,5.6,1.5,101550.0
28,10,1985.0,6.0,36.0,11.9,7.2,6.3,101380.0
29,10,1985.0,5.0,87.0,18.7,12.1,6.5,101970.0
30,10,1985.0,6.0,48.0,18.8,16.9,13.5,101350.0
31,10,1985.0,4.0,63.0,15.9,9.6,6.8,98880.0
1,11,1985.0,7.0,25.0,6.9,5.4,1.5,100870.0
2,11,1985.0,7.0,25.0,13.7,9.8,5.8,101520.0
3,11,1985.0,6.0,41.0,7.3,7.4,3.9,101590.0
4,11,1985.0,8.0,17.0,10.5,9.9,7.2,101540.0
